id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
16050834,Pinewood Cottage,23071019,Gill,,Ward 53,-33.93755,18.49793,Entire home/apt,466,2,19,2019-01-22,0.73,2,266
16051684,Beachfront Sunsets: Table Mountain Room-sea views,50594715,Henry & Shivani,,Ward 4,-33.85398,18.48968,Private room,795,3,22,2019-01-29,0.84,4,344
16052119,Cape Garden Cottage,5739572,Steve And Emily,,Ward 53,-33.93187,18.50201,Private room,576,2,11,2019-02-05,0.41,1,180
16058103,Canal Quays 509 - Two Bedroom Apartment,130248430,Charles,,Ward 115,-33.91386,18.42593,Entire home/apt,3250,2,1,2017-02-12,0.04,259,296
16058107,Intimate Boutique Getaway Loft with Shared Rooftop Pool,104585240,Marcelle (Milly),,Ward 115,-33.91486,18.41748,Entire home/apt,1645,4,36,2019-01-29,1.40,1,330
16058423,Pal's Corner,35982367,Paula,,Ward 74,-34.03916,18.34666,Entire home/apt,5005,14,0,,,1,88
16058564,Awesome seaview 2BD apartment,49462036,Melisa,,Ward 107,-33.82246,18.47791,Entire home/apt,1097,2,15,2018-10-02,0.56,12,263
16058724,A Stone's Throw from V&A Waterfront,130248430,Charles,,Ward 115,-33.91432,18.42579,Entire home/apt,2468,2,5,2019-01-19,0.47,259,309
16059009,Close to Eden on the Bay & Canal Walk,104573887,Maria,,Ward 107,-33.80498,18.52101,Private room,343,2,0,,,1,84
16059165,MilkWood - cosy self-catering,14262121,Lorrein,,Ward 23,-33.80485,18.46785,Private room,548,2,2,2018-12-18,0.19,6,339
16059252,"Mike's Place, Table View",104595061,Michael,,Ward 113,-33.82437,18.51122,Private room,795,1,1,2017-01-04,0.04,3,348
16059630,Wild Rose Country Lodge Room #2,40098926,Wild Rose,,Ward 69,-34.1092,18.38403,Private room,1495,1,0,,,6,365
16059848,Wild Rose Country Lodge Room #1,40098926,Wild Rose,,Ward 69,-34.11086,18.38357,Private room,1495,1,0,,,6,362
16059945,Hout Bay Beach Townhouse,40590780,Debbie,,Ward 74,-34.04313,18.36604,Entire home/apt,3003,24,0,,,1,90
16059953,"Light & Airy Apartment Victoria Court, Long street",67724695,Kobie,,Ward 115,-33.92587,18.41568,Entire home/apt,754,2,75,2019-02-09,2.81,2,304
16059956,Apartment with a view,102488701,Helga,,Ward 107,-33.82375,18.4786,Entire home/apt,850,2,38,2019-02-03,1.55,1,245
16061185,Comfortable sunny family house,82618004,Belinda,,Ward 64,-34.09448,18.46332,Entire home/apt,1975,5,1,2017-01-03,0.04,1,0
16061308,"Mountain views near Constantia, Cape Town",49925061,Clare,,Ward 73,-34.0414,18.4469,Entire home/apt,7994,10,0,,,1,91
16061448,Argyle Inn,101609386,Jimmy,,Ward 115,-33.92878,18.45213,Private room,603,1,31,2019-02-04,1.20,9,180
16061487,New York style Loft Apartment 7,1141317,Bettina,,Ward 115,-33.92542,18.41588,Entire home/apt,1728,3,10,2017-04-01,0.38,5,0
16061727,Fig Tree Cottage,103704008,Alicia,,Ward 61,-34.19688,18.44676,Entire home/apt,850,2,60,2019-02-05,2.24,2,169
16062825,Light studio apt with great views!!,104318261,Lomari,,Ward 77,-33.93736,18.43404,Entire home/apt,1495,10,0,,,1,178
16063422,"The Coach House at Hillwood, Upper Constantia",104632361,Anthony,,Ward 62,-34.01368,18.42026,Entire home/apt,754,2,29,2019-02-11,1.58,1,26
16063543,"Charming 2 Bedroom , shaded parking",54645280,Simon,,Ward 23,-33.80891,18.4706,Entire home/apt,1056,1,0,,,1,287
16063582,Thyme-Out - perfect location,14262121,Lorrein,,Ward 23,-33.8036,18.46753,Private room,644,2,6,2018-02-05,0.23,6,339
16063732,Sea Spray Cottage,103932632,Carin,,Ward 83,-34.11113,18.83009,Entire home/apt,946,1,0,,,3,180
16064255,Bachelor's flat in Upper Claremont,101411759,Lisa,,Ward 59,-33.98239,18.46548,Entire home/apt,494,1,4,2017-01-27,0.15,1,0
16064304,"Super low early summer rates in quiet,leafy,suburb",18937424,Marguerite,,Ward 73,-34.04666,18.44844,Private room,192,1,86,2019-02-11,3.34,2,346
16064578,Cape Cottage above the Sea,43569683,Laurence,,Ward 54,-33.9203,18.39356,Entire home/apt,494,3,24,2017-09-24,0.91,5,2
16064585,"Charming flat in Long Street, ideal base to see CT",40637329,Kate,,Ward 115,-33.9262,18.41532,Entire home/apt,548,2,37,2019-01-04,1.40,1,0
16064818,Beautiful & Spacious Apartment,104361019,Bryan,,Ward 54,-33.91607,18.39168,Entire home/apt,2496,1,0,,,1,364
16065073,Lavender Cottage - own garden - close to city,37826201,Sharon,,Ward 57,-33.95109,18.48492,Entire home/apt,795,2,1,2017-01-06,0.04,2,364
16066800,Home from home.,103124859,Gordon,,Ward 23,-33.81623,18.47515,Private room,2372,1,0,,,1,364
16067177,Spacious room in a fun home!,80515327,Michele,,Ward 115,-33.92903,18.43557,Private room,398,2,3,2018-01-02,0.13,2,363
16067312,Apartment on the beach,104668140,Johalize,,Ward 23,-33.79701,18.45934,Entire home/apt,1495,3,4,2018-02-15,0.17,1,364
16072286,12 Willow Road,21455119,Magda,,Ward 71,-34.04073,18.4347,Entire home/apt,5005,10,4,2019-01-07,0.15,2,6
16074384,"Spacious guest suite, separate entrance",48325952,Coral,,Ward 71,-34.03927,18.42702,Private room,603,1,25,2019-01-04,0.97,3,296
16074435,A House for all Seasons,9802816,Lis,,Ward 73,-34.02777,18.45381,Entire home/apt,2496,5,4,2018-02-22,0.16,2,228
16074963,Ottawa Cottage,42106667,Amanda,,Ward 54,-33.96295,18.37592,Entire home/apt,4799,5,0,,,7,362
16075236,"18 on Camp Hostel Bed 1, Shared room, Gardens",104732342,Guillauma,,Ward 77,-33.93343,18.40846,Shared room,247,5,16,2018-12-20,0.61,5,294
16075930,Perfectly located in secure security estate,104749994,Lambertus,,Ward 1,-33.86099,18.57837,Entire home/apt,7500,12,0,,,1,91
16075944,Beleza Apartment,33179107,Kyle,,Ward 85,-34.12601,18.83514,Entire home/apt,795,28,4,2017-12-29,0.15,1,133
16076120,Tropicano Self-Catering Accommodation,104751563,Mercia,,Ward 4,-33.86575,18.50322,Private room,384,1,7,2018-01-28,0.27,1,71
16076565,"Character flatlet Rondebosch, adjoining main house",104752231,Margot,,Ward 58,-33.97487,18.48796,Entire home/apt,521,2,14,2019-01-28,0.60,2,35
16076593,Luxury Apartment with Breathtaking Ocean Views,104755731,Hilary,,Ward 85,-34.12317,18.83247,Entire home/apt,1604,3,0,,,1,180
16077390,Kalk Bay Beach House,41340296,Nick,,Ward 64,-34.12394,18.4514,Entire home/apt,2002,3,4,2018-03-05,0.29,2,132
16077428,Top floor apartment with outrageous sea views!,104750899,Chregan,,Ward 54,-33.91614,18.39475,Entire home/apt,1495,30,8,2018-12-19,0.30,4,155
16078549,Contemporary Flat with Pacific Views in Trendy Green Point,104774532,Chregan,,Ward 115,-33.91241,18.4032,Entire home/apt,905,2,69,2019-01-28,2.65,1,269
16079155,Cosy corner at Mandalay,87746061,Bukelwa,,Ward 116,-34.01558,18.62298,Private room,400,5,0,,,3,365
16079211,Private 2 bedroom house in Burgundy Estate,102869750,Kathleen,,Ward 1,-33.8442,18.55218,Entire home/apt,795,2,38,2019-02-01,1.44,1,54
16079231,Bright & stylish apartment on trendy Kloof Street,104777926,Masha,,Ward 77,-33.93536,18.40798,Entire home/apt,878,2,34,2018-03-31,1.30,1,317
16080151,Cottage in the village,24326811,Susan,,Ward 64,-34.10344,18.47092,Entire home/apt,1495,5,10,2018-04-02,0.38,2,365
16080214,Large room in Victorian house near UCT,104788550,Roselinde,,Ward 59,-33.96498,18.46808,Private room,247,10,0,,,1,0
16081284,Private Room in Modern Double Story Apartment,27631523,Jamie,,Ward 115,-33.9073,18.40183,Private room,494,2,39,2019-02-03,1.49,1,133
16081397,*CLOSER TO THE SEA YOU COULDN'T BE*,104799792,Angela,,Ward 23,-33.79716,18.4598,Entire home/apt,3497,3,13,2019-01-02,0.51,1,74
16081780,5 bedroom Constantia villa - PRIVATE WATER SUPPLY,48303994,Nicki,,Ward 71,-34.03706,18.4325,Entire home/apt,24956,5,0,,,40,333
16082280,Cosy home in the heart of Newlands Village,26594214,Kelly,,Ward 59,-33.97413,18.4576,Entire home/apt,3003,3,9,2019-01-06,0.35,1,360
16085999,Spacious 2 bedroomed apartment with swimming pool,57695032,(Email hidden by Airbnb),,Ward 64,-34.10487,18.47171,Entire home/apt,1906,2,1,2019-01-02,0.71,1,364
16086872,Bedroom for rent in modern apartment,104843345,Rene,,Ward 70,-33.88571,18.61317,Private room,644,1,0,,,1,364
16087513,Ultra modern Camps Bay Beach House,49590569,Johanika,,Ward 54,-33.96218,18.37502,Entire home/apt,8501,3,5,2019-02-08,0.34,1,273
16088094,"Gordon's Bay, Beachfront, Selfcater",99398707,Hanli,,Ward 100,-34.16022,18.86906,Entire home/apt,1199,2,7,2018-12-27,0.27,1,0
16088992,Mountain Rise,41248928,Cobus,,Ward 61,-34.20145,18.38057,Entire home/apt,452,2,2,2018-09-26,0.19,2,211
16089184,"Studio in Obs with Garden, Parking, Style",29272059,Stefan,,Ward 57,-33.9376,18.47232,Entire home/apt,343,3,10,2019-01-31,0.37,3,0
16089194,Stylish 2 bed w pool in picturesque Constantia,82820761,Ryan,,Ward 62,-34.01799,18.46035,Entire home/apt,1495,3,10,2019-01-28,0.39,1,257
16089199,Ave de Chavonnes Guest House Apartment 6,20311730,Margie,,Ward 74,-34.02205,18.35636,Private room,548,2,6,2018-06-27,0.24,2,12
16089211,Modern Golf and Beach Front Home,71141667,Michael,,Ward 4,-33.87133,18.48922,Entire home/apt,5005,7,0,,,1,348
16089251,Spacious home close to wine estates,80298191,Valpré,,Ward 84,-34.08014,18.87681,Entire home/apt,1207,4,2,2017-12-03,0.09,1,316
16089432,Schuster's Rest,41248928,Cobus,,Ward 61,-34.19998,18.37971,Entire home/apt,1001,2,5,2018-12-17,0.21,2,212
16090202,Riverton Retreat,19675508,Jennifer,,Ward 58,-33.96366,18.48384,Entire home/apt,11998,7,0,,,21,365
16091085,Stylish one-bedroom apartment in Rosebank,41340296,Nick,,Ward 57,-33.95128,18.47508,Entire home/apt,754,2,1,2017-09-22,0.06,2,0
16091303,The Box Muizenberg Beach,104878287,Nathalie,,Ward 64,-34.1024,18.47565,Entire home/apt,1303,2,3,2017-03-13,0.11,2,364
16091397,Funky Kloof Street Apartment,45568181,Rob,,Ward 115,-33.93025,18.40923,Entire home/apt,1042,3,13,2019-01-23,0.52,1,117
16091425,Wild Rose Country Lodge Room #4,40098926,Wild Rose,,Ward 69,-34.11112,18.38274,Private room,1495,1,0,,,6,362
16091750,Wild Rose Country Lodge Room #5,40098926,Wild Rose,,Ward 69,-34.10945,18.38372,Private room,1495,1,0,,,6,362
16092669,Holiday Cottage,104888992,Belinda,,Ward 61,-34.20631,18.45513,Entire home/apt,644,2,6,2019-01-09,0.25,1,301
16092712,Chart Cottage,104890445,Phoebe,,Ward 61,-34.19701,18.44562,Private room,494,2,21,2019-02-01,0.81,1,356
16092982,LIVING IN CAMPS BAY ON TREE,36188442,Rory & Barbara,,Ward 54,-33.95405,18.38303,Entire home/apt,21007,10,0,,,6,364
16094143,LES ROCHERS,58359052,Jean-Michel & Johlène,,Ward 3,-33.88756,18.65633,Entire home/apt,398,5,6,2018-12-15,0.26,1,226
16094468,Beach Road Family Beach House,76575650,Carolyn & Andrew,,Ward 69,-34.09874,18.3638,Entire home/apt,3497,5,5,2019-01-10,0.25,2,352
16094495,Cul de sac bliss,104906999,Lawrence,,Ward 77,-33.93769,18.43104,Entire home/apt,2084,2,13,2019-01-03,0.49,1,222
16095971,Townhouse in Durbanville,104914443,Mian,,Ward 112,-33.82197,18.63707,Entire home/apt,1097,8,0,,,1,181
16098348,dolphin Ridge seaside holiday apartment,104936668,Howard,,Ward 23,-33.79071,18.46012,Entire home/apt,1399,2,50,2019-02-12,1.88,1,7
16098531,"NEWLY RENOVATED APARTMENT! -""SAMA SAMA""",3850779,Linda,,Ward 15,-34.05536,18.81513,Entire home/apt,548,3,2,2018-01-09,0.08,1,0
16098829,Afribode Mutual Heights 905 city loft apartment,5509428,Afribode,,Ward 115,-33.92351,18.42133,Entire home/apt,987,1,0,,,50,342
16099273,Afribode Icon 1406 Cape City 2-bedroom 2-bathroom,5509428,Afribode,,Ward 115,-33.91679,18.42391,Entire home/apt,1289,1,7,2018-02-12,0.26,50,310
16099274,Afribode Fountain Fever - Studio Cape Town Centre,5509428,Afribode,,Ward 115,-33.92068,18.4232,Entire home/apt,878,1,1,2018-01-03,0.07,50,339
16099843,Afribode Monreith One-Bedroom by the Sea,5509428,Afribode,,Ward 54,-33.9117,18.3913,Entire home/apt,1102,1,1,2019-01-25,1,50,310
16102401,Quaint comfortable Victorian,92194887,Donna,,Ward 57,-33.93742,18.46631,Entire home/apt,644,4,7,2018-12-31,0.27,1,39
16103395,Modern Garden Apartment in Urban Village!,250933,Andy,,Ward 77,-33.94147,18.42327,Entire home/apt,2002,2,4,2019-01-03,0.16,2,0
16103911,Panoramic Table Bay View from Modern Apartment,31722828,Andrew,,Ward 115,-33.90816,18.41312,Entire home/apt,1399,2,63,2019-01-08,2.43,18,151
16104295,VILLA ST. LEON - One Bedroom Apartment,31778404,Bärbel,,Ward 54,-33.93135,18.37959,Entire home/apt,1495,6,1,2016-12-01,0.04,3,287
16104661,Holiday Let-Minutes from Beach and Kite Surfing,104989118,Des,,Ward 107,-33.81222,18.50654,Entire home/apt,1495,7,0,,,1,365
16104851,"Apartment/Batchelor/ Studio , Somerset West",79430695,Zelda,,Ward 15,-34.05949,18.831,Entire home/apt,548,2,8,2019-01-30,0.33,1,86
16104926,Modern Farmhouse with incredible views,12346620,Stuart,,Ward 62,-34.01036,18.42668,Entire home/apt,10956,6,5,2018-02-22,0.21,8,362
16104994,Holiday Accommodation in Secured Complex,100136616,Marita,,Ward 57,-33.96058,18.47479,Entire home/apt,603,7,2,2018-01-04,0.08,4,0
16105698,R44 vineyards beach restaurants golf nature-walks,71067358,Carl,,Ward 15,-34.09029,18.82069,Private room,480,1,0,,,1,181
16106018,"Home from home, for a relaxed family holiday.",63351176,Michael,,Ward 58,-33.98187,18.4842,Entire home/apt,1998,2,2,2017-02-20,0.08,2,0
16106426,Jutta`s BeachCottage,32204828,Jutta,,Ward 61,-34.13808,18.32632,Private room,576,1,3,2017-03-22,0.13,1,365
16107289,Beautiful home in the hart of trendy Woodstock,83649325,Johanette,,Ward 57,-33.93626,18.45448,Entire home/apt,2002,7,0,,,1,83
16107824,Executive Business & Leisure Apt V&A and CTICC,105016117,Michele,,Ward 115,-33.91274,18.425,Entire home/apt,1796,2,96,2019-01-24,3.60,2,208
16108380,House with beautiful view,445043,Esme,,Ward 102,-33.84664,18.6901,Entire home/apt,1001,10,0,,,1,91
16108617,Garden Cottage on the Vlei - Lakeside Muizenberg,52213593,Clyde,,Ward 64,-34.08825,18.46205,Entire home/apt,754,1,1,2017-09-30,0.06,1,89
16108663,Rondebosch peace and quiet with awesome views,103075541,Robert,,Ward 59,-33.96373,18.4737,Entire home/apt,644,14,1,2017-01-04,0.04,7,285
16109525,TWO OCEANS - Pincushion Room,97970588,Glenys,,Ward 61,-34.15696,18.40543,Private room,247,1,0,,,3,364
16110422,"Explore the City from a Central, Art Deco Loft",1285516,Mandy,,Ward 115,-33.9249,18.42154,Entire home/apt,699,2,89,2019-02-02,3.47,1,295
16110944,South Shore Beach Apartment Ibis 204,105042274,Brigid,,Ward 64,-34.13181,18.43494,Entire home/apt,1796,2,0,,,1,181
16111098,Spacious Home Hout Bay,105037968,Marlon,,Ward 74,-34.05469,18.34599,Entire home/apt,1207,1,2,2017-02-27,0.08,1,179
16115018,Life's swell!,32353372,Shafiek,,Ward 64,-34.10633,18.47027,Shared room,206,2,22,2019-01-27,0.83,2,348
16115744,Upper Constantia  PRIVATE WATER SUPPLY,48303994,Nicki,,Ward 62,-34.01222,18.4292,Entire home/apt,13726,4,3,2017-12-20,0.12,40,363
16117216,Room in spacious house - Newlands Village,52838617,Wessel,,Ward 59,-33.97463,18.45908,Private room,1207,1,5,2017-03-12,0.19,3,176
16117326,Room in spacious house - Newlands Village,52838617,Wessel,,Ward 59,-33.97405,18.45772,Private room,1207,1,3,2017-02-26,0.12,3,177
16117492,Peridot,57218252,Sheri,,Ward 54,-33.95982,18.37834,Entire home/apt,19005,1,4,2018-05-06,0.19,111,0
16117560,Onyx,57218252,Sheri,,Ward 54,-33.95937,18.37834,Entire home/apt,10503,1,16,2018-11-01,0.74,111,296
16117832,Stylish Woodstock Home | Table Mountain Views |,24606317,Gareth,,Ward 115,-33.92986,18.44949,Entire home/apt,1399,3,22,2019-02-04,0.85,2,226
16118159,CCe’s PLACE: great HOME To Stay!,105106750,Carolina,,Ward 15,-34.05453,18.8262,Private room,521,3,8,2019-01-14,0.32,3,347
16118382,Colourful House in Central Historic Bo Kaap,105107992,Chregan,,Ward 77,-33.92121,18.4158,Entire home/apt,1975,2,3,2018-02-05,0.12,1,0
16118476,"Quiet, sunny home from home.",105107924,Joan ( Joanie),,Ward 73,-34.03153,18.45988,Private room,1536,1,0,,,1,365
16119047,Den41,105114502,Vuyo,,Ward 7,-33.87784,18.69608,Entire home/apt,562,16,0,,,1,365
16119103,Constantia Oasis,22234855,Dean,,Ward 62,-34.02371,18.42386,Entire home/apt,1001,2,3,2018-02-15,0.12,3,181
16120117,Beach Holiday Bliss,40768306,Cliff,,Ward 23,-33.73193,18.43745,Entire home/apt,1975,7,1,2017-01-03,0.04,2,0
16126478,Stunning 3 Bedroom Gem in the Heart of Greenpoint,105180216,Mel,,Ward 115,-33.91106,18.4099,Entire home/apt,4950,2,19,2018-10-19,0.78,1,0
16126577,Beautiful Modern Family Home - Excellent Location,105180921,Andra,,Ward 107,-33.8275,18.48211,Entire home/apt,2496,10,0,,,1,91
16128553,Modern and central garden apartment,104753476,Marianne,,Ward 57,-33.93649,18.44329,Entire home/apt,603,2,12,2019-01-02,0.46,1,238
16129044,Eves Place B&B room with mountain views,31701156,Meisie,,Ward 15,-34.0572,18.82271,Private room,494,1,4,2018-03-09,0.16,2,287
16129059,Modern comfortable home with breathtaking views,44079302,Kirsty,,Ward 100,-34.15923,18.87395,Entire home/apt,946,2,0,,,1,88
16129107,Three Oaks B&B,105200904,Stella,,Ward 21,-33.86099,18.6558,Private room,4004,1,0,,,1,365
16129325,15H on KezKer Luxury Double En Suite Room,99724264,Shane&June,,Ward 62,-33.97949,18.45162,Private room,302,1,30,2019-02-07,1.17,8,350
16129545,"Beachfront Comfort & Ocean views, Cape Town",47047258,Stephan,,Ward 23,-33.80809,18.46985,Entire home/apt,1111,3,28,2018-12-22,1.05,2,73
16129547,Longbeach House Strand,100142728,Benita,,Ward 83,-34.10183,18.81752,Entire home/apt,946,2,10,2019-02-03,0.58,2,326
16131061,Tranquil and Central Retreat,14781663,Anna,,Ward 57,-33.93377,18.45122,Entire home/apt,809,2,38,2019-01-14,1.47,3,149
16131662,Upmarket Designer Apartment with Mountain Facing Balcony,7445427,Talga,,Ward 77,-33.93291,18.42014,Entire home/apt,1796,1,112,2019-02-06,4.33,1,337
16136380,Jakaranda house,105273138,Beatrix,,Ward 53,-33.94546,18.49796,Private room,261,1,23,2019-01-28,0.91,2,73
16137540,House On The Hill,8916223,Nicole,,Ward 74,-34.03991,18.36449,Private room,494,1,32,2018-04-20,1.19,2,0
16137716,"Seaside apartment Llandudno, Cape Town",105285116,Luke,,Ward 74,-34.01181,18.33739,Entire home/apt,2002,2,4,2019-01-07,0.16,1,0
16139660,"Light, playful and relaxed family home",18467794,Scott,,Ward 58,-33.97721,18.48002,Entire home/apt,1248,7,1,2017-01-08,0.04,1,0
16140392,Walk to the Beach from a Charming Private Studio,18002064,Alison,,Ward 54,-33.94972,18.38479,Entire home/apt,1193,2,60,2019-02-10,2.27,3,28
16140539,Ideal Apartment With Rooftop City Views,13407637,Greg,,Ward 115,-33.92946,18.42064,Entire home/apt,1453,3,51,2019-02-03,1.91,5,42
16140806,Living apartment,105043367,Siyanda,,Ward 107,-33.81043,18.50748,Entire home/apt,1001,10,0,,,1,0
16140972,Family home in Heart of Durbanville winelands,99576546,Jaco,,Ward 70,-33.85712,18.59914,Entire home/apt,1796,7,0,,,1,159
16141819,BeachVibes★ Sunny.Modern.Spacious w/Patio &Parking,40826942,Kirsty,,Ward 64,-34.10789,18.47025,Entire home/apt,946,2,29,2019-02-10,1.13,2,345
16142135,Private Room & Bathroom Own Entrance in Garden,10535360,Jenni,,Ward 58,-33.99989,18.47476,Entire home/apt,411,3,17,2019-02-04,0.65,2,325
16142420,401 Simonsberg Heights,104607312,Steve,,Ward 61,-34.1844,18.42283,Entire home/apt,864,2,8,2018-12-26,0.32,1,325
16142535,Beach cottage with gorgeous views,23903529,Carl,,Ward 64,-34.11568,18.46083,Entire home/apt,1412,1,20,2019-01-19,0.78,3,271
16143160,Stunning 3 bedroom Duplex with a beautiful garden,88942627,Stephan,,Ward 59,-33.98873,18.47009,Private room,480,1,4,2018-12-29,0.15,1,0
16149214,Caitlyn's room,94056069,Elizabeth,,Ward 55,-33.91089,18.47866,Private room,274,1,7,2018-03-06,0.27,1,181
16150252,Studio on exciting Kloof  Street,12198212,K U,,Ward 77,-33.93478,18.4073,Entire home/apt,823,3,21,2019-02-11,0.83,4,299
16150572,LIVING IN CAMPS BAY OCEAN VIEWS,36188442,Rory & Barbara,,Ward 54,-33.96575,18.37998,Entire home/apt,9996,10,0,,,6,364
16150964,Rays of the Sun - Muizenberg,77885944,Carl & Frances,,Ward 64,-34.10039,18.47561,Entire home/apt,644,2,19,2018-12-23,0.75,1,161
16151667,Lions View,92687608,Raymond,,Ward 77,-33.9365,18.40803,Private room,1316,4,16,2019-01-02,0.60,1,178
16152005,The Dog Box,105416723,Tamsyn,,Ward 58,-33.96057,18.49311,Entire home/apt,548,2,19,2017-12-15,0.73,2,79
16152190,Live in Paradise...Warm & inviting home with pool,31847417,Bernice,,Ward 77,-33.94113,18.39724,Entire home/apt,3250,3,6,2019-01-07,0.23,1,18
16152428,Discover Nature from a Pretty Western Cape Heritage Cottage,68527366,Imelda,,Ward 59,-33.96847,18.46704,Entire home/apt,946,2,10,2019-02-11,0.39,1,275
16152665,Brand New Apartment - Radisson Blu City Centre,80640003,Farahnaaz,,Ward 115,-33.91979,18.42337,Entire home/apt,3497,7,0,,,1,180
16154160,"Greenside Views, Mouille Point",93603431,Maretha,,Ward 115,-33.90577,18.39807,Entire home/apt,1796,2,4,2019-01-03,0.75,1,318
16154615,Light and bright apartment in the city bowl,105438739,Jeanine,,Ward 77,-33.93516,18.41667,Entire home/apt,1440,2,20,2019-01-09,0.78,1,148
16155275,New Kid on the block!! Studio Apartment,101705969,Amanda,,Ward 77,-33.94128,18.41988,Entire home/apt,590,5,13,2018-02-15,0.50,1,102
16156179,Garden apartment at Theebos,36634836,Anneline,,Ward 83,-34.10055,18.82025,Entire home/apt,699,3,2,2018-02-06,0.08,2,268
16158109,Afribode Villa Marina - sensational seaview,5509428,Afribode,,Ward 115,-33.90084,18.40536,Entire home/apt,2797,3,26,2019-02-04,1.04,50,282
16158227,Home set in leafy garden with pool,105464558,Justin,,Ward 59,-33.99744,18.4719,Entire home/apt,3195,10,0,,,1,358
16158320,Modern Secure Sea View apartment,50742410,Robbie,,Ward 54,-33.91623,18.39392,Entire home/apt,3195,7,1,2016-12-08,0.04,1,0
16158890,Private access onto Clifton 1st beach!,4087584,Mark,,Ward 54,-33.93388,18.37868,Entire home/apt,5005,3,3,2018-02-05,0.12,2,179
16159196,Adams-Place-Beautiful Loft Apartment In Table View,4397998,Adam,,Ward 107,-33.81806,18.4805,Entire home/apt,782,2,44,2019-02-06,1.69,13,327
16159684,ca. 80sqm Townhouse with Pool,105468673,Helga,,Ward 113,-33.81927,18.50106,Entire home/apt,905,3,10,2019-01-15,0.38,1,344
16159972,VO@Sinovuyo,105474312,Oliver,,Ward 14,-33.93453,18.70369,Private room,648,1,1,2019-02-04,1,3,173
16165224,Spacious Apartment in Welgemoed,105521348,Clinton,,Ward 70,-33.87601,18.6224,Entire home/apt,466,2,38,2019-02-09,2.79,1,141
16165518,On the Foothills of Lion's Head,40394098,Craig,,Ward 77,-33.9334,18.39956,Private room,603,3,4,2017-04-16,0.16,1,195
16165736,Ocean Front and Perfect location in Lagoon Beach,100023353,Michelle,,Ward 55,-33.89114,18.48799,Entire home/apt,1385,2,9,2019-01-15,0.35,1,0
16166342,Apartment in Blouberg with Mountain View’s and sea,105529124,Ryan,,Ward 73,-34.04499,18.46142,Entire home/apt,686,2,3,2017-02-07,0.12,1,181
16166939,1 Bedroom in the heart of Cape Town,56028853,Catherine,,Ward 115,-33.91072,18.41258,Entire home/apt,905,7,3,2019-01-04,0.12,1,334
16167412,House in Somerset West,105475848,Toffie,,Ward 15,-34.06964,18.84019,Entire home/apt,1001,2,3,2017-12-26,0.12,1,0
16167493,Central CBD Apartment with Roof Top Views!,26140159,Matthew,,Ward 115,-33.92543,18.42202,Entire home/apt,644,2,65,2018-12-27,2.43,4,271
16167580,"The Oaks, corner Oak & Piers Roads, Wynberg",88350247,Catherine,,Ward 62,-34.00732,18.46716,Entire home/apt,302,3,12,2019-01-31,0.46,1,64
16167881,Comfortable and stylish Claremont Cottage,105538025,Sally,,Ward 58,-33.98134,18.47306,Entire home/apt,905,5,1,2018-12-23,0.58,1,106
16168833,Central Modern Apartment with Fantastic Views,105545213,Daniel,,Ward 77,-33.9367,18.41382,Entire home/apt,590,2,8,2019-02-05,0.31,1,11
16169334,Vacation at the Ocean on the West Coast,105548752,Clint,,Ward 23,-33.81826,18.47507,Entire home/apt,2002,5,1,2017-01-08,0.04,1,365
16169800,View Lodge,30338163,Johan,,Ward 100,-34.15668,18.88208,Private room,1947,1,2,2017-11-19,0.11,2,364
16169833,Apartment in the Suburbs,105552210,Gabi,,Ward 73,-34.02922,18.46475,Entire home/apt,548,2,1,2017-01-03,0.04,1,0
16171027,Minthouse,105563326,Susan,,Ward 59,-33.97539,18.45477,Private room,398,2,29,2018-12-14,1.13,1,173
16171061,Fish Hoek Dream : 5 minutes walk to the beach,21826904,Paul,,Ward 64,-34.14128,18.42947,Entire home/apt,1097,2,2,2018-01-05,0.08,1,0
16171234,Perfect base to explore our beautiful Mother City,105564880,Chregan,,Ward 115,-33.92539,18.41507,Entire home/apt,1248,2,48,2019-01-29,1.82,1,310
16171372,Vertigo Views in Vibey Central Green Point,105565852,Chregan,,Ward 77,-33.91338,18.41228,Entire home/apt,1097,2,32,2019-01-27,1.22,1,287
16171600,Spacious new Llandudno family home,105567746,Katja,,Ward 74,-34.00755,18.34478,Entire home/apt,8501,3,2,2019-02-09,0.15,2,363
16171822,"Trendy Eclectic 3 bed house, 5 min from Cape Town",105559373,Liza,,Ward 115,-33.93208,18.44547,Entire home/apt,1495,5,2,2019-01-02,0.15,1,363
16172538,Glen Valley Cottage,24112336,Andrew,,Ward 61,-34.15287,18.40719,Entire home/apt,1152,1,0,,,9,75
16173265,Designer Loft with Roof Patio in Gardens District,11884517,Jeremy,,Ward 115,-33.92966,18.41638,Entire home/apt,1577,2,38,2019-01-31,1.47,1,112
16173336,Seaside splendor - relaxing views,3932609,Nasia,,Ward 61,-34.19552,18.44771,Entire home/apt,1207,1,36,2019-01-24,1.48,1,339
16173601,Homely Little Family Farmhouse in the City,156196,Alan,,Ward 77,-33.92615,18.40803,Entire home/apt,4785,8,1,2017-01-07,0.04,21,0
16174629,Beautiful 3 bed - Beautiful sea & Lions Head views,25631738,Oliver,,Ward 54,-33.91566,18.38844,Entire home/apt,15001,7,0,,,1,109
